,clip_name,clip_genre,context_word,clip_context_PAIR,expName,PROLIFIC_PID,File_ID,date,descr_THOUGHT.text,rating_music_prompted.response,rating_spontaneity.response,rating_novelty.response,rating_familiarity.response,rating_enjoyment.response,demographics.headphones,demographics.age,demographics.gender,demographics.livingCountry,demographics.birthCountry,demographics.nativeLanguage,demographics.otherLanguage,demographics.otherLanguageText,demographics.hearingImpariments,demographics.hearingImpairmentsText,demographics.education,demographics.musicianIdentification,demographics.feedback,descr_THOUGHT.text_corrected,METdescr_prepLVL1,METdescr_prepLVL1A,METdescr_prepLVL2,METdescr_prepLVL2A
2064,Ele_LOW_09,Electronic,bar ,BAR-Ele_LOW_09,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,I felt really  energetic while listening ,4.0,5.0,4.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great,i felt really energetic while listening,i felt really energetic while listening,i felt really energetic while listening,felt really energetic listen,felt really energetic listen
2065,Met_LOW_09,Metal,video game,VIDEOGAME-Met_LOW_09,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,I thought and felt like being alarmed by the sound,4.0,5.0,4.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great,i thought and felt like being alarmed by the sound,i and felt being alarmed by the,i thought and felt like being alarmed by the sound,felt alarm,think felt like alarm sound
2066,Jaz_LOW_19,Jazz,movie,MOVIE-Jaz_LOW_19,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,I thought and imagined myself with friends at a party or ceremonial gathering,5.0,4.0,5.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great,i thought and imagined myself with friends at a party or ceremonial gathering,i and myself with friends at a party or ceremonial gathering,i thought and imagined myself with friends at a party or ceremonial gathering,friend party ceremonial gathering,think imagine friend party ceremonial gathering
2067,Met_MED_20,Metal,concert ,CONCERT-Met_MED_20,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,I thought of watching movie with that sound,4.0,4.0,5.0,5,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great,i thought of watching movie with that sound,i of watching with that,i thought of watching with that sound,watch,thought watch sound
2069,Ele_MED_19,Electronic,video game,VIDEOGAME-Ele_MED_19,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,The sound made me thought of being with my love partner,5.0,4.0,5.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great,the sound made me thought of being with my love partner,the me of being with my love partner,the sound made me thought of being with my love partner,love partner,sound make thought love partner
2071,Jaz_MED_07,Jazz,bar ,BAR-Jaz_MED_07,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,I thought of being relieved,4.0,5.0,4.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great,i thought of being relieved,i of being relieved,i thought of being relieved,relieve,thought relieve
2072,Met_LOW_14,Metal,bar ,BAR-Met_LOW_14,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,the sound made me thought and imagined myself in a fight against an opposer,4.0,5.0,4.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great,the sound made me thought and imagined myself in a fight against an opposer,the me and myself in a fight against an opposer,the sound made me thought and imagined myself in a fight against an opposer,fight opposer,sound make thought imagined fight opposer
2073,Ele_LOW_14,Electronic,concert ,CONCERT-Ele_LOW_14,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,I thought of being energized by the sound,4.0,5.0,4.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great,i thought of being energized by the sound,i of being energized by the,i thought of being energized by the sound,energize,thought energize sound
2074,80s_MED_13,80s,video game,VIDEOGAME-80s_MED_13,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,the sound was really interesting and made me feel good,4.0,5.0,4.0,4,4,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great,the sound was really interesting and made me feel good,the was really interesting and me feel good,the sound was really interesting and made me feel good,really interesting feel good,sound really interesting make feel good
2075,80s_LOW_06,80s,movie,MOVIE-80s_LOW_06,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,The sound is amazing and I imagined myself dancing with it,5.0,4.0,5.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great,the sound is amazing and i imagined myself dancing with it,the is amazing and i myself dancing with it,the sound is amazing and i imagined myself dancing with it,amazing dance,sound amazing imagine dance
2076,80s_MED_08,80s,bar ,BAR-80s_MED_08,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,The sound is great and me thought of dancing in a party,4.0,5.0,4.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great,the sound is great and me thought of dancing in a party,the is great and me of dancing in a party,the sound is great and me thought of dancing in a party,great dance party,sound great think dance party
2077,80s_LOW_02,80s,concert ,CONCERT-80s_LOW_02,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,The sound was really soothing and made me imagined playing it for my pet to sleep,4.0,5.0,4.0,4,4,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great,the sound was really soothing and made me imagined playing it for my pet to sleep,the was really soothing and me it for my pet to sleep,the sound was really soothing and made me imagined it for my pet to sleep,really soothing pet sleep,sound really soothing make imagined pet sleep
2078,Ele_MED_20,Electronic,movie,MOVIE-Ele_MED_20,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,The sound is great and made me imagine sitting all alone somewhere and meditating,4.0,5.0,4.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great,the sound is great and made me imagine sitting all alone somewhere and meditating,the is great and me sitting all alone somewhere and meditating,the sound is great and made me imagine sitting all alone somewhere and meditating,great sit alone somewhere meditate,sound great make imagine sit alone somewhere meditate
2079,Met_MED_19,Metal,movie,MOVIE-Met_MED_19,clip_context_g4,67c4cf035a34c6ef254906e2,clip_context_g4_PR67c4cf035a34c6ef254906e2OLIFIC_PID_597129.csv,2025-07-01_12h29.22.453,It is a radical sound indicating to my imagination and thought as fighting with someone ,4.0,4.0,5.0,4,5,True,27,Male,United Kingdom,United Kingdom,English,True,French,False,,5,4,The study was really great,it is a radical sound indicating to my imagination and thought as fighting with someone,it is a radical indicating to my imagination and as fighting with someone,it is a radical sound indicating to my imagination and thought as fighting with someone,radical indicate imagination fight someone,radical sound indicate imagination think fight someone
