,clip_name,clip_genre,context_word,clip_context_PAIR,expName,PROLIFIC_PID,File_ID,date,descr_THOUGHT.text,rating_music_prompted.response,rating_spontaneity.response,rating_novelty.response,rating_familiarity.response,rating_enjoyment.response,demographics.headphones,demographics.age,demographics.gender,demographics.livingCountry,demographics.birthCountry,demographics.nativeLanguage,demographics.otherLanguage,demographics.otherLanguageText,demographics.hearingImpariments,demographics.hearingImpairmentsText,demographics.education,demographics.musicianIdentification,demographics.feedback
2137,Met_MED_20,Metal,concert ,CONCERT-Met_MED_20,clip_context_g4,6658b838fa019e8f175c7bf4,clip_context_g4_PROLIFIC_PID_223589.csv,2025-07-01_11h09.47.734,"I've heard similiar music played during video games, mostly as special hidden easter eggs you can activate. A strange thought indeed.",5.0,5.0,1.0,1,5,True,27,Male,United Kingdom,United Kingdom,Enlish,True,Welsh,False,,5,2,nothing further.
2139,Met_LOW_09,Metal,video game,VIDEOGAME-Met_LOW_09,clip_context_g4,6658b838fa019e8f175c7bf4,clip_context_g4_PROLIFIC_PID_223589.csv,2025-07-01_11h09.47.734,I imagine this to be near a final boss or an important part in the game. Mostly when the setting is at it's most tense.,5.0,2.0,2.0,1,5,True,27,Male,United Kingdom,United Kingdom,Enlish,True,Welsh,False,,5,2,nothing further.
2140,80s_LOW_06,80s,movie,MOVIE-80s_LOW_06,clip_context_g4,6658b838fa019e8f175c7bf4,clip_context_g4_PROLIFIC_PID_223589.csv,2025-07-01_11h09.47.734,I get this feeling this would be for an outro of an oldschool teenagers film. Highlighting different characters with the credits rolling.,3.0,3.0,4.0,1,2,True,27,Male,United Kingdom,United Kingdom,Enlish,True,Welsh,False,,5,2,nothing further.
2141,Ele_LOW_14,Electronic,concert ,CONCERT-Ele_LOW_14,clip_context_g4,6658b838fa019e8f175c7bf4,clip_context_g4_PROLIFIC_PID_223589.csv,2025-07-01_11h09.47.734,DJ at a concert getting ready to play the big drop after hyping up a crowd with the first section of his song.,2.0,4.0,5.0,1,5,True,27,Male,United Kingdom,United Kingdom,Enlish,True,Welsh,False,,5,2,nothing further.
2142,Ele_LOW_09,Electronic,bar ,BAR-Ele_LOW_09,clip_context_g4,6658b838fa019e8f175c7bf4,clip_context_g4_PROLIFIC_PID_223589.csv,2025-07-01_11h09.47.734,To me this is either an add on a tv playing a sports car advert or something like a racing event like the F1,4.0,4.0,4.0,1,3,True,27,Male,United Kingdom,United Kingdom,Enlish,True,Welsh,False,,5,2,nothing further.
2143,Met_LOW_14,Metal,bar ,BAR-Met_LOW_14,clip_context_g4,6658b838fa019e8f175c7bf4,clip_context_g4_PROLIFIC_PID_223589.csv,2025-07-01_11h09.47.734,A small local rock band playing some songs in the night of a local bar.,4.0,4.0,5.0,1,4,True,27,Male,United Kingdom,United Kingdom,Enlish,True,Welsh,False,,5,2,nothing further.
2144,Met_LOW_09,Metal,video game,VIDEOGAME-Met_LOW_09,clip_context_g4,665b0c2c1095f4dc5a969cac,clip_context_g4_PROLIFIC_PID_226889.csv,2025-07-01_10h32.52.682,"I imagined a 'Boss Battle' type scenario, especially because of the 'typically heard in video games' line. It would be in a dark and gritty setting, possibly with flames and a high-action atmosphere. PRedo",4.0,2.0,2.0,2,2,True,20,Female,United Kingdom,United Kingdom,English,False,,False,,4,2,
2147,80s_LOW_06,80s,movie,MOVIE-80s_LOW_06,clip_context_g4,665b0c2c1095f4dc5a969cac,clip_context_g4_PROLIFIC_PID_226889.csv,2025-07-01_10h32.52.682,"It reminded me of an 80s style movie, so I imagined a sort of romantic, sunset-like scene with a load of purples and orange hues. It was very American 80s film too, but it also had a film grainy look to it.",5.0,2.0,2.0,2,3,True,20,Female,United Kingdom,United Kingdom,English,False,,False,,4,2,
2151,Met_MED_20,Metal,concert ,CONCERT-Met_MED_20,clip_context_g4,665b0c2c1095f4dc5a969cac,clip_context_g4_PROLIFIC_PID_226889.csv,2025-07-01_10h32.52.682,It would be a rock band on a large stage. Many pyrotechnics would also be involved.,4.0,3.0,2.0,3,4,True,20,Female,United Kingdom,United Kingdom,English,False,,False,,4,2,
2153,Jaz_LOW_19,Jazz,movie,MOVIE-Jaz_LOW_19,clip_context_g4,665b0c2c1095f4dc5a969cac,clip_context_g4_PROLIFIC_PID_226889.csv,2025-07-01_10h32.52.682,"I imagined a heist film and/or a noir setting, but a montage of moments as someone is voiceover-ing over the top of it.",4.0,2.0,2.0,4,5,True,20,Female,United Kingdom,United Kingdom,English,False,,False,,4,2,
2154,Jaz_MED_02,Jazz,video game,VIDEOGAME-Jaz_MED_02,clip_context_g4,665b0c2c1095f4dc5a969cac,clip_context_g4_PROLIFIC_PID_226889.csv,2025-07-01_10h32.52.682,"I imagined a quieter moment of a game, where a character is walking through the nighttime streets of a city of some kind, lit by streetlights.",5.0,4.0,3.0,3,4,True,20,Female,United Kingdom,United Kingdom,English,False,,False,,4,2,
2157,80s_LOW_02,80s,concert ,CONCERT-80s_LOW_02,clip_context_g4,665b0c2c1095f4dc5a969cac,clip_context_g4_PROLIFIC_PID_226889.csv,2025-07-01_10h32.52.682,"I imagined more of a smaller concert, in a jazz club of sorts, lights low and everything.",5.0,3.0,2.0,4,5,True,20,Female,United Kingdom,United Kingdom,English,False,,False,,4,2,
2158,80s_MED_13,80s,video game,VIDEOGAME-80s_MED_13,clip_context_g4,665b0c2c1095f4dc5a969cac,clip_context_g4_PROLIFIC_PID_226889.csv,2025-07-01_10h32.52.682,"I imagined more of a nintendo game, like Zelda or something made by them, and it would be either the title page, or near the start of the game.",5.0,3.0,1.0,4,4,True,20,Female,United Kingdom,United Kingdom,English,False,,False,,4,2,
2159,Jaz_MED_07,Jazz,bar ,BAR-Jaz_MED_07,clip_context_g4,665b0c2c1095f4dc5a969cac,clip_context_g4_PROLIFIC_PID_226889.csv,2025-07-01_10h32.52.682,I imagined a very calm evening in a warm-toned bar with a fair handful of people populating it.,4.0,2.0,3.0,4,5,True,20,Female,United Kingdom,United Kingdom,English,False,,False,,4,2,
2160,Met_LOW_09,Metal,video game,VIDEOGAME-Met_LOW_09,clip_context_g4,668521275f0c8104e0bd3ad7,clip_context_g4_PROLIFIC_PID_238458.csv,2025-07-01_10h33.15.794,I could imagine it being played at a rock festival for grunge music with someone dressed up in  a punk outfit,4.0,3.0,3.0,1,1,True,18,Male,United Kingdom,United Kingdom,English,False,,False,,4,2,Good luck!
2161,Jaz_LOW_21,Jazz,concert ,CONCERT-Jaz_LOW_21,clip_context_g4,668521275f0c8104e0bd3ad7,clip_context_g4_PROLIFIC_PID_238458.csv,2025-07-01_10h33.15.794,It reminded me of a TV theme song like Frasier so I imagined I was sitting to watch that show,4.0,4.0,3.0,2,3,True,18,Male,United Kingdom,United Kingdom,English,False,,False,,4,2,Good luck!
2163,80s_MED_13,80s,video game,VIDEOGAME-80s_MED_13,clip_context_g4,668521275f0c8104e0bd3ad7,clip_context_g4_PROLIFIC_PID_238458.csv,2025-07-01_10h33.15.794,I could imagine myself and my brother sitting down to play a video game in the evening after school or on the weekend.,4.0,4.0,2.0,2,3,True,18,Male,United Kingdom,United Kingdom,English,False,,False,,4,2,Good luck!
2165,80s_MED_08,80s,bar ,BAR-80s_MED_08,clip_context_g4,668521275f0c8104e0bd3ad7,clip_context_g4_PROLIFIC_PID_238458.csv,2025-07-01_10h33.15.794,I could imagine myself watching a TV show or film with my friends or family and seeing a bar scene with similar music playing,4.0,3.0,3.0,1,3,True,18,Male,United Kingdom,United Kingdom,English,False,,False,,4,2,Good luck!
2167,Ele_LOW_09,Electronic,bar ,BAR-Ele_LOW_09,clip_context_g4,668521275f0c8104e0bd3ad7,clip_context_g4_PROLIFIC_PID_238458.csv,2025-07-01_10h33.15.794,It seemed like something that would play in a nightclub or in my headphones if I were listening to electronic music,4.0,3.0,3.0,1,3,True,18,Male,United Kingdom,United Kingdom,English,False,,False,,4,2,Good luck!
2168,Ele_MED_20,Electronic,movie,MOVIE-Ele_MED_20,clip_context_g4,668521275f0c8104e0bd3ad7,clip_context_g4_PROLIFIC_PID_238458.csv,2025-07-01_10h33.15.794,I could imagine a landscape of ruins where the world doesn't look the same as it did.,4.0,2.0,3.0,3,5,True,18,Male,United Kingdom,United Kingdom,English,False,,False,,4,2,Good luck!
2169,Met_MED_19,Metal,movie,MOVIE-Met_MED_19,clip_context_g4,668521275f0c8104e0bd3ad7,clip_context_g4_PROLIFIC_PID_238458.csv,2025-07-01_10h33.15.794,I could imagine someone playing something on a guitar and rifting some keys on a stage in front of a crowd of people,5.0,4.0,3.0,2,2,True,18,Male,United Kingdom,United Kingdom,English,False,,False,,4,2,Good luck!
2171,Jaz_MED_02,Jazz,video game,VIDEOGAME-Jaz_MED_02,clip_context_g4,668521275f0c8104e0bd3ad7,clip_context_g4_PROLIFIC_PID_238458.csv,2025-07-01_10h33.15.794,It reminded me of Lisa Simpson and when she plays the saxophone in The Simpsons in a few episodes,4.0,4.0,2.0,2,3,True,18,Male,United Kingdom,United Kingdom,English,False,,False,,4,2,Good luck!
2172,Ele_MED_19,Electronic,video game,VIDEOGAME-Ele_MED_19,clip_context_g4,668521275f0c8104e0bd3ad7,clip_context_g4_PROLIFIC_PID_238458.csv,2025-07-01_10h33.15.794,I could picture a guy struggling but preparing himself for the physical challenge he is embarking on,5.0,4.0,5.0,2,4,True,18,Male,United Kingdom,United Kingdom,English,False,,False,,4,2,Good luck!
2173,Met_MED_20,Metal,concert ,CONCERT-Met_MED_20,clip_context_g4,668521275f0c8104e0bd3ad7,clip_context_g4_PROLIFIC_PID_238458.csv,2025-07-01_10h33.15.794,I could imagine someone playing guitar on stage in front of a crowd being excited,3.0,3.0,3.0,2,1,True,18,Male,United Kingdom,United Kingdom,English,False,,False,,4,2,Good luck!
2174,Jaz_MED_07,Jazz,bar ,BAR-Jaz_MED_07,clip_context_g4,668521275f0c8104e0bd3ad7,clip_context_g4_PROLIFIC_PID_238458.csv,2025-07-01_10h33.15.794,"I could imagine a small orchestra with piano, cello and other instruments playing a musical piece as I walk into a semi-fancy/fancy restaurant",4.0,3.0,2.0,2,3,True,18,Male,United Kingdom,United Kingdom,English,False,,False,,4,2,Good luck!
2176,Jaz_MED_02,Jazz,video game,VIDEOGAME-Jaz_MED_02,clip_context_g4,65457d010fa4284b0c637029,clip_context_g4_PROLIFIC_PID_393111.csv,2025-07-01_05h28.50.997,"I think of a man in a suit and hat, smoking a cigar alone, in a big city. It's raining and he looks a bit sad.",5.0,3.0,2.0,4,4,True,29,Female,United States,United States,english,True,spanish,False,,3,3,none
2177,80s_LOW_02,80s,concert ,CONCERT-80s_LOW_02,clip_context_g4,65457d010fa4284b0c637029,clip_context_g4_PROLIFIC_PID_393111.csv,2025-07-01_05h28.50.997,I think of a man with short blonde hair sitting at a piano and playing it whilst looking like he's really getting into the music,4.0,3.0,2.0,4,4,True,29,Female,United States,United States,english,True,spanish,False,,3,3,none
2179,Met_MED_20,Metal,concert ,CONCERT-Met_MED_20,clip_context_g4,65457d010fa4284b0c637029,clip_context_g4_PROLIFIC_PID_393111.csv,2025-07-01_05h28.50.997,"I imagined a man dressed in all black, with long black hair, and dark makeup, holding a guitar and playing it with a lot of passion",5.0,3.0,1.0,5,5,True,29,Female,United States,United States,english,True,spanish,False,,3,3,none
2180,Met_LOW_09,Metal,video game,VIDEOGAME-Met_LOW_09,clip_context_g4,65457d010fa4284b0c637029,clip_context_g4_PROLIFIC_PID_393111.csv,2025-07-01_05h28.50.997,"I think of a band on stage, with a lot of energy, performing very intensely, with the crowd being very hyped and jumping up and down",5.0,3.0,1.0,5,5,True,29,Female,United States,United States,english,True,spanish,False,,3,3,none
2181,Jaz_LOW_21,Jazz,concert ,CONCERT-Jaz_LOW_21,clip_context_g4,65457d010fa4284b0c637029,clip_context_g4_PROLIFIC_PID_393111.csv,2025-07-01_05h28.50.997,"I imagined a very packed bar, with everyone dressed in vintage fashion from the 1920s, smoking and drinking and having a good time",5.0,3.0,2.0,4,4,True,29,Female,United States,United States,english,True,spanish,False,,3,3,none
2182,Met_MED_19,Metal,movie,MOVIE-Met_MED_19,clip_context_g4,65457d010fa4284b0c637029,clip_context_g4_PROLIFIC_PID_393111.csv,2025-07-01_05h28.50.997,I imagined an intense fight scene in a movie with dragons and people dressed like vikings going to war,5.0,3.0,2.0,5,5,True,29,Female,United States,United States,english,True,spanish,False,,3,3,none
2183,Jaz_MED_07,Jazz,bar ,BAR-Jaz_MED_07,clip_context_g4,65457d010fa4284b0c637029,clip_context_g4_PROLIFIC_PID_393111.csv,2025-07-01_05h28.50.997,I imagined a man in an all black suit sitting at a grand piano and playing it very sensually with passion,5.0,3.0,2.0,4,4,True,29,Female,United States,United States,english,True,spanish,False,,3,3,none
2184,80s_MED_13,80s,video game,VIDEOGAME-80s_MED_13,clip_context_g4,65457d010fa4284b0c637029,clip_context_g4_PROLIFIC_PID_393111.csv,2025-07-01_05h28.50.997,"I imagined a big beautiful river, with a lot of magical creatures hanging around and swimming inside the river",5.0,3.0,2.0,4,4,True,29,Female,United States,United States,english,True,spanish,False,,3,3,none
2186,Ele_LOW_14,Electronic,concert ,CONCERT-Ele_LOW_14,clip_context_g4,65457d010fa4284b0c637029,clip_context_g4_PROLIFIC_PID_393111.csv,2025-07-01_05h28.50.997,I imagined an old 8-bit game that takes place in space with a space ship and shooting at other targets ,5.0,3.0,2.0,4,5,True,29,Female,United States,United States,english,True,spanish,False,,3,3,none
2187,Ele_LOW_09,Electronic,bar ,BAR-Ele_LOW_09,clip_context_g4,65457d010fa4284b0c637029,clip_context_g4_PROLIFIC_PID_393111.csv,2025-07-01_05h28.50.997,"I imagined a car lining up with a lot of other cars, getting ready for a race, then going once the race starts and going very fast beating all the other cars",5.0,3.0,2.0,4,5,True,29,Female,United States,United States,english,True,spanish,False,,3,3,none
2188,80s_LOW_06,80s,movie,MOVIE-80s_LOW_06,clip_context_g4,65457d010fa4284b0c637029,clip_context_g4_PROLIFIC_PID_393111.csv,2025-07-01_05h28.50.997,"I imagined the ending of an 80's movie, maybe a comedy or romance movie, and the screen fades to black to show the credits with this song playing in the background",5.0,3.0,1.0,4,4,True,29,Female,United States,United States,english,True,spanish,False,,3,3,none
2189,Jaz_LOW_19,Jazz,movie,MOVIE-Jaz_LOW_19,clip_context_g4,65457d010fa4284b0c637029,clip_context_g4_PROLIFIC_PID_393111.csv,2025-07-01_05h28.50.997,I imagined people dressed in vintage fashion from the 1930's swing dancing together at some type of party and having a good time,5.0,3.0,2.0,4,4,True,29,Female,United States,United States,english,True,spanish,False,,3,3,none
2190,Met_LOW_14,Metal,bar ,BAR-Met_LOW_14,clip_context_g4,65457d010fa4284b0c637029,clip_context_g4_PROLIFIC_PID_393111.csv,2025-07-01_05h28.50.997,"I imagined a fighting style type of game, with 2 people playing against each other and this song playing in the background as the soundtrack to the game",5.0,3.0,1.0,5,5,True,29,Female,United States,United States,english,True,spanish,False,,3,3,none
2191,80s_MED_08,80s,bar ,BAR-80s_MED_08,clip_context_g4,65457d010fa4284b0c637029,clip_context_g4_PROLIFIC_PID_393111.csv,2025-07-01_05h28.50.997,"I imagined the opening credits to a comedy tv show from the 80's, with each character of the show getting introduced one by one and this song playing in the back as it shows all the characters",5.0,3.0,1.0,4,4,True,29,Female,United States,United States,english,True,spanish,False,,3,3,none
2192,80s_LOW_02,80s,concert ,CONCERT-80s_LOW_02,clip_context_g4,5e9f897c20320b000b1cc4cb,clip_context_g4_PROLIFIC_PID_410713.csv,2025-07-01_10h39.06.679,it made me feel like i was walking through a forest as it was so calming and surreal sounding. i could imagine the sun on my face,4.0,2.0,4.0,1,4,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,5,2,"no, i enjoyed doing it"
2194,80s_MED_13,80s,video game,VIDEOGAME-80s_MED_13,clip_context_g4,5e9f897c20320b000b1cc4cb,clip_context_g4_PROLIFIC_PID_410713.csv,2025-07-01_10h39.06.679,it made me think of playing video games when i was younger. the music is soft and floaty,4.0,1.0,3.0,1,3,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,5,2,"no, i enjoyed doing it"
2195,Met_LOW_09,Metal,video game,VIDEOGAME-Met_LOW_09,clip_context_g4,5e9f897c20320b000b1cc4cb,clip_context_g4_PROLIFIC_PID_410713.csv,2025-07-01_10h39.06.679,"it made me imagine playing my console, a shooting game and running towards flames in the game",4.0,1.0,3.0,1,3,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,5,2,"no, i enjoyed doing it"
2196,Ele_LOW_14,Electronic,concert ,CONCERT-Ele_LOW_14,clip_context_g4,5e9f897c20320b000b1cc4cb,clip_context_g4_PROLIFIC_PID_410713.csv,2025-07-01_10h39.06.679,it makes me imagine dancing with my friends and spinning round in circles with flashing lights,4.0,2.0,2.0,1,3,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,5,2,"no, i enjoyed doing it"
2197,Met_MED_20,Metal,concert ,CONCERT-Met_MED_20,clip_context_g4,5e9f897c20320b000b1cc4cb,clip_context_g4_PROLIFIC_PID_410713.csv,2025-07-01_10h39.06.679,it makes me imagine someone riding on a horse into battle. someone in armor with a big sword,4.0,2.0,1.0,5,5,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,5,2,"no, i enjoyed doing it"
2198,80s_MED_08,80s,bar ,BAR-80s_MED_08,clip_context_g4,5e9f897c20320b000b1cc4cb,clip_context_g4_PROLIFIC_PID_410713.csv,2025-07-01_10h39.06.679,it makes me think of being at a parade with balloons floating,4.0,1.0,1.0,1,1,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,5,2,"no, i enjoyed doing it"
2199,80s_LOW_06,80s,movie,MOVIE-80s_LOW_06,clip_context_g4,5e9f897c20320b000b1cc4cb,clip_context_g4_PROLIFIC_PID_410713.csv,2025-07-01_10h39.06.679,"it makes me think of an animated film, it sounds free and colourful",4.0,2.0,1.0,1,2,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,5,2,"no, i enjoyed doing it"
2200,Jaz_LOW_19,Jazz,movie,MOVIE-Jaz_LOW_19,clip_context_g4,5e9f897c20320b000b1cc4cb,clip_context_g4_PROLIFIC_PID_410713.csv,2025-07-01_10h39.06.679,it makes me imagine a 1940s army bar with people dancing,4.0,2.0,1.0,1,3,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,5,2,"no, i enjoyed doing it"
2201,Met_LOW_14,Metal,bar ,BAR-Met_LOW_14,clip_context_g4,5e9f897c20320b000b1cc4cb,clip_context_g4_PROLIFIC_PID_410713.csv,2025-07-01_10h39.06.679,"it makes me imagine another battle scene, an army just getting ready to pit themselves against the enemy",4.0,3.0,2.0,1,3,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,5,2,"no, i enjoyed doing it"
2202,Met_MED_19,Metal,movie,MOVIE-Met_MED_19,clip_context_g4,5e9f897c20320b000b1cc4cb,clip_context_g4_PROLIFIC_PID_410713.csv,2025-07-01_10h39.06.679,it makes me think of a samurai sword fight,3.0,2.0,1.0,1,3,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,5,2,"no, i enjoyed doing it"
2203,Jaz_MED_07,Jazz,bar ,BAR-Jaz_MED_07,clip_context_g4,5e9f897c20320b000b1cc4cb,clip_context_g4_PROLIFIC_PID_410713.csv,2025-07-01_10h39.06.679,it made me imagine a man sitting in a bar playing piano,4.0,2.0,2.0,1,2,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,5,2,"no, i enjoyed doing it"
2204,Jaz_LOW_21,Jazz,concert ,CONCERT-Jaz_LOW_21,clip_context_g4,5e9f897c20320b000b1cc4cb,clip_context_g4_PROLIFIC_PID_410713.csv,2025-07-01_10h39.06.679,it makes me think of dancing away in a swing bar,4.0,2.0,2.0,1,2,True,29,Female,United Kingdom,United Kingdom,english,False,,False,,5,2,"no, i enjoyed doing it"
